id,age,gender,course,year,parent_education,weather,study_hours,sleep_hours,travel_time_minutes,attendance,absence_reason
4523,24,female,pharmacy,4th year,no formal,sunny,3.02,4.86,13,0,travel
4524,23,female,pharmacy,2nd year,graduate,cloudy,2.85,9.65,57,0,no reason
4525,20,female,diploma,3rd year,post graduate,hot,4.95,7.92,88,1,none
4526,17,female,bba,4th year,graduate,cloudy,2.38,7.48,28,0,project work
4527,17,male,diploma,3rd year,post graduate,sunny,4.77,5.08,47,0,travel
4528,20,female,b.com,1st year,no formal,hot,5.09,5.27,5,1,none
4531,18,male,pharmacy,2nd year,post graduate,sunny,1.2,9.85,7,1,none
4532,22,male,pharmacy,1st year,graduate,rainy,4.51,6.08,35,0,sick
4533,23,female,diploma,3rd year,post graduate,cloudy,2.04,6.73,55,0,personal work
4535,21,male,b.com,1st year,phd,sunny,0.94,4.45,12,1,none
4536,17,male,diploma,2nd year,post graduate,cold,4.0,6.03,67,1,none
4537,22,male,bba,1st year,post graduate,cloudy,5.62,4.17,81,1,none
4538,23,male,bba,1st year,post graduate,hot,3.33,4.38,89,1,none
4539,23,male,ba,1st year,no formal,cold,3.81,8.88,11,0,project work
4542,24,female,ba,3rd year,no formal,hot,4.31,7.8,52,1,none
4543,21,male,b.com,3rd year,graduate,sunny,4.82,4.94,28,0,festival
4545,23,male,b.com,4th year,graduate,hot,5.64,6.77,18,1,none
4546,21,male,b.com,3rd year,no formal,sunny,3.22,6.61,26,0,no reason
4547,23,male,b.sc,4th year,no formal,rainy,4.21,4.66,14,0,travel
4548,21,female,nursing,2nd year,post graduate,cloudy,4.82,5.92,77,1,none
4550,17,female,nursing,2nd year,post graduate,cold,5.54,9.29,54,1,none
4551,17,female,pharmacy,3rd year,no formal,cold,4.93,6.46,83,1,none
4552,17,female,pharmacy,1st year,graduate,hot,0.54,9.07,11,0,project work
4555,18,female,nursing,3rd year,no formal,cloudy,5.36,5.39,68,0,no reason
4556,18,female,b.tech,3rd year,post graduate,rainy,3.72,8.43,45,1,none
4557,23,female,b.tech,4th year,post graduate,cold,0.33,4.08,28,0,personal work
4559,22,female,pharmacy,4th year,no formal,sunny,4.04,5.81,36,1,none
4561,20,male,diploma,2nd year,post graduate,sunny,4.16,6.85,11,1,none
4566,22,female,diploma,1st year,high school,hot,2.09,5.25,56,0,travel
4567,22,male,bca,2nd year,phd,cold,3.78,6.7,49,1,none
4568,19,female,nursing,2nd year,post graduate,rainy,4.34,6.46,32,0,no reason
4569,18,female,ba,2nd year,graduate,cloudy,5.32,4.63,18,1,none
4570,22,male,pharmacy,2nd year,graduate,sunny,2.81,5.12,51,0,festival
4571,17,male,ba,1st year,post graduate,hot,4.65,7.21,54,0,project work
4572,20,male,b.com,2nd year,high school,cold,4.06,8.04,27,1,none
4573,24,female,diploma,1st year,graduate,rainy,0.43,7.4,13,1,none
4574,22,male,bca,1st year,no formal,sunny,4.14,6.51,81,0,travel
4576,17,male,b.sc,4th year,graduate,cloudy,2.12,9.08,37,0,festival
4579,19,female,nursing,4th year,graduate,cloudy,4.78,6.05,85,1,none
4580,18,female,b.com,3rd year,no formal,cold,4.81,8.25,45,1,none
4582,18,male,nursing,4th year,high school,sunny,5.34,4.19,25,0,project work
4584,21,female,bba,3rd year,post graduate,sunny,3.71,9.41,14,1,none
4585,21,male,b.sc,2nd year,phd,sunny,5.0,4.87,54,1,none
4587,19,female,ba,1st year,graduate,hot,3.36,7.25,26,1,none
4588,21,male,b.com,4th year,graduate,sunny,2.42,9.61,22,0,sick
4589,19,female,b.com,1st year,no formal,sunny,1.68,9.12,72,0,none
4590,22,female,b.tech,4th year,high school,cloudy,0.75,4.25,58,0,sick
4592,17,female,diploma,2nd year,phd,hot,2.55,7.65,84,1,none
4595,17,male,nursing,2nd year,phd,sunny,4.06,6.3,70,1,none
4596,24,female,pharmacy,2nd year,post graduate,cloudy,5.61,4.82,68,1,none
4597,17,male,b.sc,3rd year,phd,cloudy,1.75,4.65,48,0,sick
4598,24,female,ba,1st year,phd,sunny,1.2,8.74,17,0,travel
4599,22,male,ba,1st year,post graduate,sunny,2.73,6.02,87,0,none
4600,24,female,diploma,2nd year,no formal,rainy,2.43,4.75,53,0,no reason
4601,24,male,nursing,1st year,high school,sunny,4.5,7.48,56,1,none
4602,19,female,pharmacy,1st year,graduate,sunny,0.3,8.44,88,1,none
4603,23,female,b.tech,1st year,phd,sunny,3.2,5.41,7,1,none
4606,18,female,b.com,1st year,post graduate,rainy,2.26,6.35,83,0,festival
4607,20,female,bba,4th year,post graduate,cold,0.05,9.16,61,0,travel
4610,17,male,pharmacy,3rd year,graduate,cloudy,3.79,9.67,29,1,none
4611,19,female,ba,3rd year,graduate,sunny,2.84,6.96,43,1,none
4613,21,male,b.tech,4th year,high school,hot,2.09,6.0,64,1,none
4614,21,male,b.sc,1st year,phd,cold,0.47,7.5,7,0,no reason
4617,21,female,pharmacy,4th year,high school,rainy,4.39,5.77,18,0,sick
4618,22,female,b.com,4th year,no formal,rainy,1.29,5.57,72,0,travel
4619,24,female,bca,3rd year,high school,sunny,5.44,7.27,11,0,project work
4620,21,female,b.com,1st year,post graduate,rainy,1.07,4.67,14,1,none
4623,17,female,pharmacy,4th year,graduate,cold,2.11,8.05,42,1,none
4624,20,male,ba,1st year,high school,cloudy,0.21,6.05,63,0,none
4625,20,male,bca,1st year,post graduate,sunny,3.95,6.34,28,1,none
4626,17,male,bca,3rd year,no formal,sunny,4.65,9.17,87,1,none
4627,18,female,nursing,3rd year,phd,cold,2.63,7.7,65,0,festival
4628,23,female,b.tech,2nd year,graduate,cloudy,4.53,9.06,54,1,none
4631,19,female,b.com,3rd year,no formal,sunny,1.24,8.46,47,1,none
4632,19,male,nursing,3rd year,phd,cloudy,3.12,8.49,37,0,no reason
4635,23,female,diploma,1st year,high school,rainy,5.92,8.4,85,1,none
4636,23,male,nursing,1st year,high school,sunny,1.07,8.45,79,0,personal work
4637,20,female,b.com,4th year,phd,sunny,3.43,5.46,38,0,sick
4638,21,female,bca,1st year,high school,rainy,1.08,5.59,11,0,personal work
4640,23,female,b.tech,2nd year,no formal,sunny,5.9,5.2,47,1,none
4641,17,female,nursing,1st year,no formal,sunny,4.61,9.94,59,1,none
4642,24,female,diploma,1st year,high school,cloudy,1.19,8.59,71,0,sick
4643,17,female,b.com,1st year,high school,sunny,1.33,4.13,54,1,none
4644,17,male,b.com,3rd year,phd,sunny,0.28,7.69,70,0,personal work
4645,20,male,diploma,3rd year,phd,sunny,3.46,4.88,62,1,none
4647,17,female,b.tech,1st year,graduate,cold,1.7,6.08,15,1,none
4649,19,female,bca,1st year,graduate,hot,1.33,7.23,41,1,none
4651,24,male,pharmacy,4th year,high school,sunny,5.83,8.41,86,1,none
4652,19,male,b.sc,2nd year,post graduate,hot,2.76,9.57,67,0,no reason
4653,18,female,nursing,1st year,no formal,sunny,1.07,7.72,74,0,sick
4655,18,male,nursing,1st year,no formal,cloudy,4.22,9.89,78,1,none
4656,18,female,b.tech,1st year,graduate,cloudy,0.76,5.32,78,0,no reason
4657,21,male,diploma,3rd year,post graduate,rainy,5.47,9.91,72,0,personal work
4659,20,female,bba,1st year,post graduate,rainy,0.48,5.6,20,0,festival
4660,23,female,b.tech,3rd year,graduate,cold,0.43,5.19,74,0,festival
4661,21,male,diploma,1st year,high school,cloudy,5.26,8.7,74,1,none
4662,18,male,bca,3rd year,phd,hot,1.44,5.83,8,1,none
4663,20,female,b.com,3rd year,post graduate,cloudy,2.81,6.52,15,1,none
4664,19,female,bba,1st year,no formal,rainy,2.82,4.49,66,0,none
4666,19,male,diploma,3rd year,post graduate,rainy,3.18,8.41,85,0,travel
4667,18,male,bba,2nd year,no formal,hot,1.17,7.52,44,1,none
4668,22,male,b.tech,3rd year,no formal,hot,5.74,7.05,83,1,none
4669,20,male,bba,4th year,no formal,cold,0.17,6.79,41,1,none
4670,17,male,ba,2nd year,phd,hot,3.99,6.99,47,1,none
4671,22,female,ba,4th year,no formal,sunny,5.56,5.72,75,0,sick
4672,18,male,ba,1st year,high school,cloudy,3.2,7.94,45,1,none
4673,23,male,ba,3rd year,phd,sunny,5.45,9.04,47,1,none
4675,19,female,b.com,3rd year,high school,cloudy,1.05,5.54,7,1,none
4678,22,male,diploma,3rd year,high school,cold,2.52,8.02,15,1,none
4679,17,female,ba,1st year,post graduate,rainy,5.79,6.83,44,0,personal work
4681,18,female,b.sc,3rd year,high school,cold,4.55,4.77,20,1,none
4684,21,female,nursing,1st year,high school,rainy,5.07,5.68,70,0,travel
4685,22,male,b.tech,1st year,high school,rainy,2.3,9.52,87,1,none
4686,24,female,pharmacy,2nd year,post graduate,cold,2.86,7.43,89,1,none
4688,17,female,b.sc,4th year,high school,sunny,1.25,9.42,17,1,none
4690,17,female,b.sc,2nd year,no formal,cloudy,2.83,9.46,82,0,project work
4691,17,female,nursing,2nd year,post graduate,cloudy,1.11,6.55,67,0,personal work
4693,23,male,diploma,1st year,graduate,hot,2.01,8.71,80,1,none
4694,22,female,b.com,2nd year,high school,cold,2.85,8.78,37,1,none
4695,23,male,pharmacy,3rd year,no formal,cold,1.07,4.55,17,1,none
4696,17,female,nursing,3rd year,phd,sunny,5.71,7.63,61,1,none
4699,17,male,diploma,2nd year,no formal,cloudy,3.1,5.01,37,1,none
4703,23,female,bba,2nd year,no formal,rainy,1.63,6.59,53,0,project work
4704,22,male,bca,3rd year,phd,rainy,4.51,5.95,88,0,project work
4705,18,female,ba,4th year,no formal,sunny,0.61,4.66,23,0,none
4707,21,female,nursing,4th year,graduate,hot,5.08,7.44,54,1,none
4708,23,female,bca,4th year,high school,hot,1.9,4.17,44,1,none
4709,20,male,nursing,1st year,no formal,cloudy,4.81,8.72,8,1,none
4710,19,female,diploma,1st year,post graduate,rainy,1.24,8.22,9,0,project work
4711,23,female,b.com,4th year,no formal,rainy,3.32,6.5,85,0,travel
4712,24,female,diploma,2nd year,phd,cloudy,0.95,6.86,48,0,travel
4714,17,male,pharmacy,2nd year,post graduate,cold,1.04,4.29,81,0,project work
4715,21,male,ba,2nd year,phd,sunny,4.44,5.3,18,0,project work
4718,20,male,bca,2nd year,no formal,sunny,5.3,4.68,82,0,festival
4720,21,male,diploma,1st year,high school,hot,0.1,7.09,48,1,none
4721,23,male,bba,4th year,high school,hot,4.94,5.9,44,0,travel
4722,24,male,b.tech,1st year,phd,sunny,1.83,4.4,36,0,festival
4723,17,female,nursing,4th year,graduate,rainy,0.4,7.57,71,0,personal work
4724,19,male,b.com,2nd year,phd,rainy,0.8,8.64,76,0,none
4725,20,male,b.com,3rd year,high school,sunny,5.72,8.77,6,1,none
4727,24,female,nursing,4th year,high school,hot,5.91,4.5,64,1,none
4728,17,female,bba,4th year,phd,hot,5.74,4.84,29,1,none
4730,24,male,b.tech,1st year,no formal,cloudy,1.52,6.53,17,0,sick
4732,23,female,b.com,3rd year,high school,hot,2.64,8.38,30,1,none
4735,20,male,b.tech,1st year,high school,cloudy,0.07,9.24,78,1,none
4736,17,male,diploma,2nd year,graduate,rainy,1.86,5.86,22,0,project work
4737,19,female,bca,4th year,post graduate,cold,2.08,5.32,19,1,none
4738,19,female,ba,4th year,phd,hot,0.72,8.95,76,0,no reason
4739,21,male,nursing,1st year,high school,hot,3.61,8.63,83,1,none
4740,19,male,ba,4th year,graduate,sunny,1.58,5.79,18,0,personal work
4743,19,male,b.sc,2nd year,post graduate,rainy,1.27,4.28,38,0,travel
4745,19,male,bba,2nd year,post graduate,hot,1.52,6.59,34,1,none
4746,23,female,bca,3rd year,high school,hot,1.03,7.2,72,0,project work
4747,19,male,b.com,1st year,high school,rainy,2.88,7.94,89,1,none
4748,23,female,nursing,1st year,phd,rainy,1.62,4.98,20,0,none
4749,19,male,b.com,1st year,post graduate,cloudy,2.68,6.96,46,1,none
4750,17,male,pharmacy,2nd year,graduate,hot,1.16,4.64,31,1,none
4751,18,male,bca,1st year,graduate,cold,4.19,7.46,43,0,personal work
4752,23,male,b.sc,3rd year,phd,cold,5.6,7.02,33,1,none
4753,23,male,ba,4th year,post graduate,sunny,5.4,5.67,42,0,sick
4754,18,female,b.tech,3rd year,high school,cloudy,4.49,6.84,57,1,none
4756,21,male,bca,1st year,post graduate,rainy,5.39,6.02,45,1,none
4758,20,female,diploma,1st year,no formal,cold,3.89,7.86,80,0,none
4759,22,male,bca,1st year,graduate,rainy,1.31,5.43,17,0,no reason
4760,24,male,bca,3rd year,graduate,rainy,4.43,7.48,88,0,no reason
4762,17,male,ba,3rd year,graduate,cloudy,2.26,8.39,33,1,none
4763,18,female,b.com,2nd year,no formal,cold,2.16,9.75,41,1,none
4764,20,male,nursing,2nd year,post graduate,cold,4.89,5.63,11,0,festival
4767,17,male,diploma,1st year,graduate,cloudy,2.27,4.72,18,1,none
4768,17,male,bba,1st year,phd,rainy,1.34,6.68,77,0,festival
4769,17,female,pharmacy,4th year,no formal,sunny,2.74,4.97,17,1,none
4770,19,female,b.com,1st year,graduate,rainy,4.21,8.99,63,0,project work
4771,23,female,b.tech,2nd year,no formal,cold,3.9,9.94,30,1,none
4772,18,female,ba,2nd year,phd,sunny,1.3,8.33,15,1,none
4773,24,male,bba,2nd year,graduate,hot,4.39,8.38,18,1,none
4774,19,male,nursing,3rd year,post graduate,cloudy,0.43,9.06,85,1,none
4775,17,female,bca,3rd year,phd,cold,5.13,5.91,32,1,none
4778,17,female,bba,4th year,no formal,hot,5.61,7.57,18,1,none
4780,23,female,bba,2nd year,graduate,cloudy,2.58,5.97,62,0,festival
4781,21,female,b.com,2nd year,graduate,cloudy,4.3,9.03,69,1,none
4782,19,female,diploma,2nd year,high school,cold,4.31,4.92,48,0,personal work
4783,23,female,nursing,3rd year,no formal,hot,3.74,4.2,22,1,none
4784,23,male,b.com,1st year,phd,hot,2.18,7.58,26,1,none
4786,21,male,nursing,1st year,no formal,cloudy,4.96,8.58,64,0,sick
4787,17,male,b.sc,2nd year,high school,rainy,2.04,8.78,47,0,personal work
4788,19,female,b.tech,3rd year,high school,rainy,5.93,7.49,65,0,project work
4789,21,male,diploma,4th year,phd,rainy,5.13,7.53,77,1,none
4790,18,male,diploma,3rd year,high school,sunny,1.85,8.52,62,1,none
4791,24,female,b.sc,3rd year,high school,hot,2.53,9.29,43,1,none
4792,24,male,bca,1st year,high school,hot,1.12,4.64,88,1,none
4793,19,male,diploma,3rd year,high school,cold,3.35,5.13,77,1,none
4794,20,female,pharmacy,3rd year,high school,cloudy,1.55,8.05,35,0,none
4795,18,female,nursing,1st year,post graduate,hot,4.3,9.94,46,1,none
4797,17,male,bca,4th year,post graduate,sunny,1.46,8.85,59,0,no reason
4799,21,female,b.com,1st year,post graduate,cold,5.85,6.99,51,1,none
4800,21,female,b.sc,3rd year,post graduate,cloudy,4.18,6.85,56,1,none
4802,18,male,diploma,4th year,phd,rainy,2.57,6.6,66,1,none
4804,22,male,bca,2nd year,no formal,rainy,5.09,9.34,22,1,none
4805,23,female,bca,4th year,high school,cold,4.31,6.52,63,0,sick
4806,20,male,pharmacy,1st year,post graduate,hot,4.31,4.31,19,1,none
4807,24,female,bca,2nd year,high school,sunny,0.47,5.62,66,0,festival
4812,21,female,pharmacy,2nd year,post graduate,cold,3.3,9.65,24,1,none
4813,21,female,diploma,4th year,phd,cloudy,0.71,9.71,85,0,sick
4815,19,male,diploma,3rd year,graduate,sunny,0.57,9.81,76,1,none
4817,19,female,b.com,2nd year,phd,hot,2.52,8.91,78,0,none
4818,21,female,b.com,1st year,high school,rainy,2.96,5.54,79,0,sick
4819,24,female,bba,2nd year,no formal,cold,5.87,9.76,86,0,project work
4822,24,male,b.tech,3rd year,phd,sunny,2.42,8.95,33,1,none
4828,24,male,bca,3rd year,no formal,cloudy,2.91,6.71,74,1,none
4829,20,female,b.com,4th year,post graduate,rainy,5.29,5.79,19,1,none
4832,20,female,diploma,4th year,phd,cloudy,4.8,8.53,65,1,none
4835,21,male,b.sc,4th year,phd,cloudy,2.1,8.65,83,0,personal work
4837,17,female,b.tech,4th year,post graduate,hot,5.93,8.25,14,0,festival
4838,23,female,b.tech,2nd year,phd,cold,4.72,8.12,9,1,none
4839,24,male,b.tech,4th year,high school,cold,2.27,7.9,45,1,none
4841,17,male,bca,2nd year,post graduate,hot,0.61,5.01,71,0,none
4842,17,female,b.tech,2nd year,post graduate,sunny,2.97,9.94,46,0,personal work
4843,18,male,ba,2nd year,post graduate,cloudy,3.67,7.45,40,0,personal work
4845,23,female,b.sc,4th year,graduate,cloudy,0.23,9.05,44,0,travel
4846,23,male,b.tech,2nd year,phd,rainy,0.35,4.58,79,0,project work
4847,17,male,bba,3rd year,no formal,hot,3.38,5.08,75,1,none
4849,24,male,nursing,1st year,post graduate,rainy,1.49,5.57,49,0,travel
4851,22,male,nursing,1st year,high school,cold,2.33,5.06,62,0,sick
4853,17,female,diploma,1st year,no formal,sunny,2.83,7.55,19,1,none
4854,17,male,pharmacy,2nd year,no formal,cold,0.65,9.21,57,0,travel
4856,23,male,b.sc,1st year,phd,cold,4.69,8.2,32,0,project work
4858,19,female,b.com,2nd year,phd,rainy,0.36,6.26,49,0,travel
4859,23,female,nursing,4th year,graduate,cloudy,3.76,9.21,87,1,none
4860,17,male,b.tech,3rd year,high school,rainy,5.53,9.94,12,0,travel
4861,23,male,ba,3rd year,no formal,cold,0.09,4.21,76,0,personal work
4862,24,male,ba,3rd year,no formal,cold,4.0,7.94,82,1,none
4864,24,male,b.com,2nd year,post graduate,cold,0.77,5.44,23,1,none
4865,21,male,pharmacy,3rd year,phd,sunny,3.48,7.86,53,0,project work
4866,20,male,bba,4th year,no formal,rainy,0.21,4.6,6,0,festival
4870,18,male,b.com,1st year,no formal,rainy,3.62,8.02,80,1,none
4871,24,female,b.com,4th year,high school,cloudy,0.42,4.55,48,0,festival
4873,21,male,b.com,1st year,graduate,rainy,0.41,5.23,48,0,no reason
4875,22,male,b.sc,4th year,post graduate,cloudy,3.51,4.06,79,0,none
4877,20,female,b.tech,1st year,phd,cold,2.45,4.06,47,0,festival
4879,23,female,ba,3rd year,phd,rainy,4.24,8.56,33,1,none
4882,20,male,pharmacy,4th year,phd,cold,1.82,5.4,17,0,festival
4883,18,female,nursing,4th year,no formal,sunny,0.11,7.25,75,0,sick
4884,17,female,b.com,4th year,high school,cloudy,4.54,8.24,64,1,none
4885,18,female,bca,1st year,post graduate,rainy,0.5,4.87,64,0,project work
4887,21,male,nursing,1st year,phd,hot,3.36,4.3,7,1,none
4888,19,male,diploma,1st year,phd,rainy,4.16,5.21,49,1,none
4889,20,female,ba,1st year,phd,hot,0.5,5.05,57,0,sick
4891,21,male,b.com,1st year,phd,rainy,5.37,8.46,68,0,sick
4892,17,female,pharmacy,4th year,phd,cold,5.07,7.07,89,0,sick
4894,20,female,nursing,3rd year,no formal,cold,0.05,9.23,58,0,none
4895,20,female,nursing,1st year,phd,hot,0.43,7.53,13,0,personal work
4896,23,female,bca,4th year,graduate,sunny,0.86,7.94,7,0,no reason
4899,21,female,diploma,1st year,no formal,rainy,0.05,5.66,15,0,project work
4900,19,female,nursing,4th year,graduate,cloudy,4.14,8.31,72,1,none
4901,22,male,b.com,2nd year,post graduate,rainy,4.8,8.14,40,0,sick
4902,21,female,b.com,1st year,no formal,cloudy,4.45,4.64,13,1,none
4904,18,female,ba,4th year,phd,cloudy,3.78,7.95,89,1,none
4906,19,female,b.sc,1st year,no formal,sunny,4.19,9.15,11,1,none
4909,21,female,b.sc,4th year,no formal,cloudy,5.74,5.22,41,0,none
4912,17,male,b.tech,2nd year,post graduate,cold,4.65,4.13,11,1,none
4913,21,male,b.tech,2nd year,graduate,cold,3.51,5.65,12,0,project work
4915,17,female,b.com,3rd year,high school,cloudy,0.98,8.43,62,0,none
4916,17,male,b.com,3rd year,no formal,cold,0.93,9.35,64,0,personal work
4918,23,female,ba,4th year,phd,hot,3.47,8.72,61,1,none
4919,21,male,pharmacy,3rd year,post graduate,rainy,0.28,8.95,26,0,festival
4920,24,male,pharmacy,2nd year,high school,cloudy,0.71,6.84,82,0,festival
4923,22,female,bca,4th year,phd,sunny,2.98,4.86,76,0,sick
4925,17,male,bba,2nd year,no formal,hot,3.22,4.99,68,0,festival
4927,21,male,nursing,2nd year,phd,cloudy,3.12,5.06,58,0,project work
4928,18,female,nursing,4th year,graduate,hot,3.39,7.92,31,0,sick
4930,17,female,b.tech,1st year,graduate,sunny,4.46,8.28,88,1,none
4932,24,female,b.tech,3rd year,high school,cloudy,4.42,6.54,43,0,project work
4933,23,male,nursing,3rd year,graduate,cold,5.44,6.93,58,1,none
4934,20,male,pharmacy,4th year,graduate,rainy,4.43,4.51,61,0,sick
4935,21,male,b.tech,1st year,post graduate,hot,4.44,4.46,81,0,travel
4936,24,male,nursing,2nd year,no formal,cloudy,3.03,8.72,16,1,none
4937,21,male,b.sc,1st year,no formal,sunny,5.26,8.16,46,1,none
4939,19,male,bba,3rd year,phd,cold,2.2,8.55,87,1,none
4940,22,male,diploma,2nd year,phd,hot,3.48,6.22,33,0,none
4942,23,female,b.tech,4th year,graduate,sunny,1.34,6.46,57,1,none
4943,23,male,b.com,2nd year,graduate,cold,0.66,4.18,37,1,none
4945,22,male,ba,4th year,graduate,hot,2.31,6.23,79,1,none
4947,21,male,b.sc,4th year,post graduate,rainy,4.25,7.08,53,1,none
4948,19,female,pharmacy,1st year,graduate,cloudy,3.21,7.18,15,1,none
4949,19,female,diploma,4th year,post graduate,rainy,3.5,6.03,40,1,none
4950,19,female,pharmacy,3rd year,no formal,rainy,3.67,7.79,47,1,none
4952,23,female,nursing,3rd year,phd,hot,3.01,9.61,13,1,none
4953,18,female,bca,2nd year,no formal,rainy,3.54,9.66,42,1,none
4954,20,male,bba,3rd year,graduate,cold,0.75,7.01,74,0,sick
4955,18,female,bba,2nd year,post graduate,cold,5.89,4.52,5,0,personal work
4958,24,female,bca,4th year,phd,rainy,5.83,5.87,42,1,none
4959,24,female,bba,2nd year,no formal,cloudy,4.64,8.88,73,0,festival
4960,20,female,pharmacy,1st year,graduate,cloudy,3.68,6.58,70,1,none
4963,18,female,ba,4th year,graduate,cloudy,3.98,8.47,63,0,project work
4965,17,male,bca,4th year,high school,cloudy,1.82,8.76,32,1,none
4969,23,female,bca,2nd year,post graduate,cold,3.49,6.96,31,0,no reason
4971,20,female,b.com,3rd year,no formal,cloudy,0.23,7.16,84,0,festival
4973,23,male,b.sc,3rd year,phd,rainy,1.56,5.78,16,1,none
4974,23,female,nursing,3rd year,phd,hot,4.03,9.19,28,1,none
4975,23,female,bca,4th year,high school,rainy,2.75,8.52,74,1,none
4979,21,male,diploma,1st year,high school,rainy,4.26,4.24,82,0,none
4980,24,female,b.tech,4th year,phd,hot,4.13,5.66,32,0,project work
4981,24,male,diploma,4th year,post graduate,rainy,2.78,5.02,20,1,none
4983,20,male,b.tech,1st year,no formal,sunny,5.57,7.92,6,1,none
4984,18,female,diploma,3rd year,post graduate,hot,1.9,6.89,15,1,none
4985,17,female,diploma,4th year,high school,cold,1.15,9.08,65,1,none
4989,24,female,pharmacy,2nd year,graduate,sunny,0.25,5.58,28,0,travel
4990,22,male,pharmacy,1st year,high school,sunny,0.8,6.46,67,0,personal work
4992,24,male,b.tech,2nd year,phd,rainy,3.86,7.31,83,1,none
4993,21,female,ba,4th year,no formal,cloudy,5.15,7.73,69,1,none
4994,22,female,nursing,4th year,no formal,cloudy,0.59,7.1,28,1,none
4995,18,female,diploma,1st year,no formal,cloudy,0.42,6.44,87,0,no reason
4997,23,male,bca,4th year,high school,cloudy,0.56,8.63,5,0,festival
4998,22,female,diploma,1st year,graduate,hot,0.94,5.75,36,0,travel
4999,20,male,ba,4th year,no formal,hot,0.58,4.57,7,1,none
5002,22,female,nursing,3rd year,post graduate,rainy,2.92,4.19,59,1,none
5003,22,male,b.sc,4th year,no formal,rainy,3.49,6.26,38,0,sick
5004,23,male,b.com,1st year,graduate,sunny,5.12,8.61,84,0,no reason
5005,24,male,b.tech,4th year,graduate,sunny,3.85,7.26,24,0,none
5006,20,female,diploma,3rd year,high school,sunny,1.19,9.15,49,1,none
5008,22,male,b.com,4th year,post graduate,cloudy,3.32,7.08,60,1,none
5009,19,female,ba,3rd year,graduate,rainy,3.48,8.18,18,0,project work
5010,23,female,bca,2nd year,graduate,sunny,4.53,6.48,27,0,sick
5011,17,male,diploma,4th year,post graduate,sunny,3.32,6.71,78,1,none
5012,21,female,b.com,3rd year,no formal,cloudy,3.3,6.95,86,0,sick
5015,24,female,nursing,3rd year,graduate,hot,0.67,5.5,73,1,none
5016,17,male,nursing,3rd year,no formal,rainy,2.47,6.44,11,1,none
5018,23,male,nursing,3rd year,graduate,rainy,4.11,6.33,52,0,travel
5021,20,male,ba,4th year,high school,rainy,5.42,8.85,89,0,festival
5023,20,male,pharmacy,4th year,graduate,rainy,1.67,4.94,77,0,personal work
5024,23,female,b.tech,1st year,graduate,rainy,4.38,4.36,49,0,personal work
5025,17,male,ba,1st year,phd,rainy,5.31,5.79,5,1,none
5026,19,male,diploma,2nd year,graduate,rainy,5.4,7.17,73,0,personal work
5028,22,female,diploma,3rd year,phd,cold,2.3,4.26,33,1,none
5029,18,female,bba,2nd year,phd,cloudy,1.6,7.14,70,0,travel
5030,19,female,pharmacy,4th year,graduate,rainy,3.26,6.94,75,0,project work
5033,18,female,bca,4th year,high school,cloudy,1.94,4.39,33,0,no reason
5034,17,male,b.com,1st year,graduate,hot,2.2,8.12,37,1,none
5035,18,male,bba,4th year,no formal,cold,2.55,8.19,10,0,festival
5036,24,female,bba,1st year,graduate,rainy,0.57,4.06,24,1,none
5037,21,male,b.com,3rd year,no formal,rainy,5.48,6.31,30,0,project work
5038,24,male,pharmacy,3rd year,phd,cloudy,5.66,5.54,25,0,travel
5039,18,male,ba,4th year,no formal,rainy,5.14,9.93,37,0,project work
5041,18,female,b.sc,4th year,phd,hot,0.77,5.19,86,0,travel
5043,21,female,pharmacy,4th year,graduate,cloudy,2.13,5.02,81,0,festival
5044,23,female,b.tech,3rd year,post graduate,rainy,0.95,7.61,41,0,festival
5047,22,male,b.sc,2nd year,phd,sunny,1.5,7.14,43,0,no reason
5048,19,male,diploma,4th year,graduate,rainy,1.13,4.23,12,0,travel
5049,24,female,diploma,1st year,post graduate,hot,0.72,7.72,86,0,personal work
5050,20,male,nursing,1st year,high school,cloudy,4.5,4.4,21,1,none
5051,18,male,bca,1st year,phd,cloudy,3.08,7.44,64,1,none
5052,24,male,diploma,3rd year,graduate,cold,4.5,7.36,28,1,none
5054,17,female,diploma,1st year,high school,cold,2.72,9.74,48,0,sick
5055,24,male,bca,1st year,phd,rainy,0.21,5.02,12,0,sick
5057,23,female,b.tech,1st year,post graduate,cold,4.06,9.12,63,1,none
5059,22,male,b.sc,2nd year,graduate,cloudy,5.73,9.59,84,1,none
5061,21,male,diploma,3rd year,post graduate,rainy,3.25,4.74,62,0,festival
5062,21,female,b.sc,2nd year,high school,rainy,3.74,4.19,28,1,none
5063,22,female,diploma,1st year,phd,cold,1.33,6.3,62,0,none
5064,21,male,b.com,3rd year,phd,cold,1.11,8.49,67,0,personal work
5065,22,female,diploma,2nd year,phd,cold,1.18,9.94,73,0,no reason
5066,21,male,diploma,3rd year,graduate,cloudy,3.37,9.02,79,1,none
5067,17,female,b.tech,1st year,no formal,sunny,5.89,9.32,24,1,none
5069,24,male,nursing,1st year,no formal,cloudy,5.1,5.63,14,1,none
5070,24,female,ba,4th year,post graduate,hot,0.06,6.68,77,0,sick
5072,18,male,b.tech,3rd year,no formal,sunny,2.72,7.62,87,1,none
5073,23,male,diploma,4th year,phd,cloudy,0.1,4.24,69,0,no reason
5074,18,male,b.tech,2nd year,post graduate,hot,5.57,7.39,13,0,sick
